ID,place,datum,sourceLink,startDate,endDate,confidence
210,547,210,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
211,548,211,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
212,549,212,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
213,550,213,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
214,551,214,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
215,552,215,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
216,553,216,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
217,554,217,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
218,556,218,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
219,557,219,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
220,558,220,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
221,559,221,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
222,560,222,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
223,561,223,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
224,562,224,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
225,563,225,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
226,564,226,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
227,565,227,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
228,566,228,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
229,567,229,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
230,568,230,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
231,569,231,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
232,570,232,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
233,571,233,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
234,572,234,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
235,573,235,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
236,574,236,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
237,575,237,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
238,576,238,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
239,577,239,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
240,578,240,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
241,579,241,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
242,580,242,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
243,581,243,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
244,582,244,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
245,583,245,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
246,584,246,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
247,585,247,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
248,586,248,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
249,587,249,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
250,588,250,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
251,589,251,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
252,590,252,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
253,591,253,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
254,592,254,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
255,593,255,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
256,594,256,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
257,595,257,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
258,596,258,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
259,597,259,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
260,598,260,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
261,599,261,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
262,600,262,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
263,601,263,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
264,602,264,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
265,603,265,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
266,604,266,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
267,605,267,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
268,606,268,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
269,607,269,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
270,608,270,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
271,609,271,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
272,610,272,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
273,611,273,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
274,612,274,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
275,613,275,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
276,614,276,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
277,615,277,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
278,616,278,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
279,617,279,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
280,618,280,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
281,619,281,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
282,620,282,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
283,621,283,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
284,622,284,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
285,623,285,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
286,624,286,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
287,625,287,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
288,626,288,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
289,627,289,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
290,628,290,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
291,629,291,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
292,630,292,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
293,631,293,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
294,632,294,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
295,633,295,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
296,634,296,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
297,635,297,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
298,636,298,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
299,637,299,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
300,638,300,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
301,639,301,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
302,640,302,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
303,641,303,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
304,642,304,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
305,643,305,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
306,644,306,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
307,645,307,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
308,646,308,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
309,647,309,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
310,648,310,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
311,649,311,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
312,650,312,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
313,651,313,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
314,652,314,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
315,653,315,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
316,654,316,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
317,655,317,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
318,656,318,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
319,657,319,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
320,658,320,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
321,659,321,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
322,660,322,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
323,661,323,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
324,662,324,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
325,663,325,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
326,664,326,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
327,665,327,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
328,666,328,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
329,667,329,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
330,668,330,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
331,669,331,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
332,670,332,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
333,671,333,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
334,672,334,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
335,673,335,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
336,674,336,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
337,675,337,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
338,676,338,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
339,677,339,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
340,678,340,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
341,679,341,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
342,680,342,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
343,681,343,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
344,682,344,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
345,683,345,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
346,684,346,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
347,685,347,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
348,686,348,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
349,687,349,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
350,688,350,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
351,689,351,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
352,690,352,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
353,691,353,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
354,692,354,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
355,693,355,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
356,694,356,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
357,695,357,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
358,696,358,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
359,697,359,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
360,698,360,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
361,699,361,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
362,700,362,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
363,701,363,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
364,702,364,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
365,703,365,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
366,704,366,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
367,705,367,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
368,706,368,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
369,707,369,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
370,708,370,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
371,709,371,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
372,710,372,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
373,711,373,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
374,712,374,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
375,713,375,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
376,714,376,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
377,715,377,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
378,716,378,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
379,717,379,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
380,718,380,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
381,719,381,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
382,720,382,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
383,721,383,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
384,722,384,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
385,723,385,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
386,724,386,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
387,725,387,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
388,726,388,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
389,727,389,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
390,728,390,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
391,729,391,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
392,730,392,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
393,731,393,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
394,732,394,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
395,733,395,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
396,734,396,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
397,735,397,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
398,736,398,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
399,737,399,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
400,738,400,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
401,739,401,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
402,740,402,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
403,741,403,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
404,742,404,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
405,743,405,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
406,744,406,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
407,746,407,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
408,749,408,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
409,750,409,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
410,757,410,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
411,758,411,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
412,759,412,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
413,760,413,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
414,761,414,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
415,762,415,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
416,763,416,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
417,764,417,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident
418,765,418,https://www.zotero.org/jaguillette/items/collectionKey/3KQ5I42Q/itemKey/3S433JSV,1785,1796,confident